NQUEST,nord,YL1,YL2,YTP1,YTP2,YTA1,YTA11,YTA12,YTA2,YTA31,YCA1,YCA2,YTA32,YTA4,YTA5,YL,YTP,YTA3,YTA,YT,YM,YCA,YCF1,YCF2,YCF3,YCF4,YCF,YC,Y
951390,1,15000,0,0,0,0,0,0,0,0,0,4800,0,0,0,15000,0,0,0,0,0,4800,21.203414225,0,0,1435.4699382,-1414.266524,3385.7334761,18385.733476
951391,1,28000,762,0,0,0,0,0,0,0,0,9600,0,0,0,28762,0,0,0,0,0,9600,4.2615301623,0,0,0,4.2615301623,9604.2615302,38366.26153
951391,2,21600,0,0,0,0,0,0,0,0,0,0,0,0,0,21600,0,0,0,0,0,0,0,0,0,0,0,0,21600
951397,1,0,0,0,0,0,0,0,0,0,100,12550,20000,0,0,0,0,-20000,-20000,-20000,12000,12650,88.361592138,0,103.84590821,2512.0723918,-2319.864891,10330.135109,2330.1351086
951400,1,0,0,0,0,0,0,0,0,0,0,13200,0,2000,0,0,0,0,2000,2000,30000,13200,105.0652517,0,0,4485.8435568,-4380.778305,8819.2216949,40819.221695
951400,2,15000,0,0,0,2400,2300,100,0,0,0,0,0,0,0,15000,0,0,2400,2400,0,0,0,0,0,0,0,0,17400
951401,1,0,0,0,0,0,0,0,0,0,0,8400,0,2160,0,0,0,0,2160,2160,25000,8400,16.082186161,0,0,0,16.082186161,8416.0821862,35576.082186
951401,2,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,0,0,0,0,24000
951404,1,0,0,16400,0,0,0,0,0,0,0,3600,0,0,0,0,16400,0,0,16400,0,3600,30.988702722,0,0,0,30.988702722,3630.9887027,20030.988703
951404,2,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,6500,0,0,0,0,0,0,0,0,6500
951408,1,0,0,19230,0,0,0,0,0,0,0,5400,0,0,0,0,19230,0,0,19230,0,5400,30.988702722,0,0,0,30.988702722,5430.9887027,24660.988703
951408,2,0,0,6630,0,0,0,0,0,0,0,0,0,0,0,0,6630,0,0,6630,0,0,0,0,0,0,0,0,6630
951409,1,0,0,8450,0,0,0,0,0,0,0,5000,0,0,0,0,8450,0,0,8450,0,5000,0.3481897147,0,0,0,0.3481897147,5000.3481897,13450.34819
951409,2,0,0,8450,0,0,0,0,0,0,0,0,0,0,0,0,8450,0,0,8450,0,0,0,0,0,0,0,0,8450
951409,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,15000
951409,4,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,14000
951411,1,7000,0,39000,0,0,0,0,0,0,0,7300,0,0,0,7000,39000,0,0,39000,0,7300,30.988702722,0,0,0,30.988702722,7330.9887027,53330.988703
951411,2,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,10000
951413,1,0,0,0,0,0,0,0,0,0,0,7200,250,2200,0,0,0,-250,1950,1950,12000,7200,92.966108166,0,0,0,92.966108166,7292.9661082,21242.966108
951435,1,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,30000,9000,145.1508734,0,0,0,145.1508734,9145.1508734,39145.150873
951436,1,16500,100,0,0,0,0,0,0,0,0,4200,0,0,0,16600,0,0,0,0,0,4200,1.5079439776,0,0,610.07472372,-608.5667797,3591.4332203,20191.43322
951439,1,0,0,17810,0,0,0,0,0,0,0,10200,0,0,0,0,17810,0,0,17810,0,10200,10.846045953,132.48399881,1905.4525904,0,2048.7826351,12248.782635,30058.782635
951439,2,0,0,23400,0,0,0,0,0,0,0,0,0,0,0,0,23400,0,0,23400,20000,0,0,0,0,0,0,0,43400
951444,1,15000,0,0,0,0,0,0,0,0,0,5400,0,0,0,15000,0,0,0,0,0,5400,10.303397128,0,0,0,10.303397128,5410.3033971,20410.303397
951444,2,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000
951450,1,21000,0,0,0,0,0,0,0,0,0,5400,0,0,0,21000,0,0,0,0,0,5400,93.170520104,0,0,2530.015766,-2436.845246,2963.1547541,23963.154754
951450,2,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
951458,1,0,0,24700,0,0,0,0,0,0,0,61000,0,0,0,0,24700,0,0,24700,90000,61000,2025.2601206,0,2372.7439121,0,4398.0040327,65398.004033,180098.00403
951458,2,0,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,19500,0,0,19500,65000,0,0,0,0,0,0,0,84500
951463,1,26600,1400,0,0,0,0,0,0,0,0,6000,0,0,0,28000,0,0,0,0,0,6000,49.327164282,0,114.73223989,2619.7326371,-2455.673233,3544.326767,31544.326767
951466,1,0,0,0,0,0,0,0,0,0,0,25700,0,4000,0,0,0,0,4000,4000,30000,25700,15.494351361,0,98.562350957,0,114.05670232,25814.056702,59814.056702
951466,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,30000
951469,1,0,0,0,0,0,0,0,0,0,0,18400,0,0,0,0,0,0,0,0,45000,18400,911.98267181,0,3239.7079024,807.45184022,3344.238734,21744.238734,66744.238734
951469,2,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,45000
951473,1,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,0,21818.181818,24000,154.94351361,0,665.83945709,4306.4098145,-3485.626844,20514.373156,42332.554974
951473,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8181.8181818,0,0,0,0,0,0,0,8181.8181818
951473,3,5600,0,0,0,0,0,0,0,0,0,0,0,0,0,5600,0,0,0,0,0,0,0,0,0,0,0,0,5600
951486,1,0,0,0,0,0,0,0,0,0,0,8400,12000,3000,0,0,0,-12000,-9000,-9000,5000,8400,353.3690287,0,0,0,353.3690287,8753.3690287,4753.3690287
951488,1,0,0,0,0,0,0,0,0,0,0,12000,0,3000,0,0,0,0,3000,3000,75000,12000,4.6483054083,0,0,0,4.6483054083,12004.648305,90004.648305
951489,1,0,0,0,0,0,0,0,0,0,0,7200,0,0,0,0,0,0,0,0,50000,7200,7.4902324619,0,0,0,7.4902324619,7207.4902325,57207.490232
951489,3,32000,0,0,0,0,0,0,0,0,0,0,0,0,0,32000,0,0,0,0,0,0,0,0,0,0,0,0,32000
951489,4,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,7800,0,0,0,0,0,0,0,0,0,0,0,0,7800
951493,1,25000,0,0,0,0,0,0,0,0,0,8400,0,0,0,25000,0,0,0,0,0,8400,6.8435693673,0,0,1794.3374227,-1787.493853,6612.5061467,31612.506147
951493,2,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,26000
951499,1,30000,0,0,0,0,0,0,0,0,0,4800,0,0,0,30000,0,0,0,0,0,4800,30.988702722,0,0,0,30.988702722,4830.9887027,34830.988703
951511,1,0,0,0,0,0,0,0,0,0,0,6600,0,0,0,0,0,0,0,0,25000,6600,21.089824605,0,0,0,21.089824605,6621.0898246,31621.089825
951511,2,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,15000
951533,1,0,0,15600,0,0,0,0,0,0,0,6000,0,0,0,0,15600,0,0,15600,0,6000,15.090923721,0,0,0,15.090923721,6015.0909237,21615.090924
951533,2,0,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,10400
951534,1,0,0,0,0,0,0,0,0,0,7200,7200,0,0,0,0,0,0,0,0,19200,14400,6.1977405444,0,0,0,6.1977405444,14406.197741,33606.197741
951534,2,0,0,8450,0,0,0,0,0,0,0,0,0,0,0,0,8450,0,0,8450,800,0,0,0,0,0,0,0,9250
951557,1,0,0,7280,0,0,0,0,0,0,0,0,0,0,0,0,7280,0,0,7280,0,0,0,0,0,0,0,0,7280
951565,1,0,0,0,0,0,0,0,0,0,0,46100,0,2400,0,0,0,0,2400,2400,21818.181818,46100,329.40725804,126.07154494,230.64736798,0,686.12617096,46786.126171,71004.307989
951565,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18181.818182,0,0,0,0,0,0,0,18181.818182
951566,1,7500,0,0,0,2400,0,2400,0,0,0,3800,0,0,0,7500,0,0,2400,2400,0,3800,30.988702722,0,0,1247.0645088,-1216.075806,2583.9241939,12483.924194
951595,1,0,0,26000,0,0,0,0,0,0,0,13800,0,0,0,0,26000,0,0,26000,0,13800,109.9732289,0,0,2063.4880361,-1953.514807,11846.485193,37846.485193
951595,2,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,2800
951597,1,52000,0,0,0,0,0,0,0,0,15200,13200,4500,0,0,52000,0,-4500,-4500,-4500,0,28400,19.212995688,0,110.334,4970.3146609,-4840.767665,23559.232335,71059.232335
951597,2,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,15000
951597,3,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,15000,15000,15000,0,0,0,0,0,0,0,0,15000
951597,4,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,1800
951613,1,0,0,13650,0,0,0,0,0,0,6500,23300,0,0,0,0,13650,0,0,13650,15000,29800,123.95481089,0,394.24940383,717.73496908,-199.5307544,29600.469246,58250.469246
951613,2,0,0,28600,0,0,0,0,0,0,0,0,0,0,0,0,28600,0,0,28600,0,0,0,0,0,0,0,0,28600
951620,1,6000,0,5460,0,0,0,0,0,0,0,4800,0,0,0,6000,5460,0,0,5460,0,4800,1.9325623421,0,0,0,1.9325623421,4801.9325623,16261.932562
951621,1,0,0,20800,0,0,0,0,0,0,0,15000,0,0,0,0,20800,0,0,20800,0,15000,46.483054083,0,83.860472394,0,130.34352648,15130.343526,35930.343526
951621,2,0,0,59000,0,0,0,0,0,0,0,0,0,0,0,0,59000,0,0,59000,500,0,0,0,0,0,0,0,59500
951622,1,0,0,11700,0,0,0,0,0,0,10500,18000,0,0,0,0,11700,0,0,11700,63457.709316,28500,81.861543071,123.78601955,0,0,205.64756262,28705.647563,103863.35688
951624,1,0,0,7800,0,0,0,0,0,0,0,8400,0,0,0,0,7800,0,0,7800,0,8400,0,0,0,0,0,8400,16200
951627,1,0,0,24000,0,0,0,0,0,0,0,35000,0,0,0,0,24000,0,0,24000,36923.076923,35000,1377.3226422,24017.60564,2855.7841512,0,28250.712434,63250.712434,124173.78936
951627,2,0,0,6890,0,0,0,0,0,0,0,0,0,0,0,0,6890,0,0,6890,43076.923077,0,0,0,0,0,0,0,49966.923077
951630,1,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,6000,4.7360385142,0,0,0,4.7360385142,6004.7360385,6004.7360385
951630,2,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,21000
951631,1,2000,0,0,0,0,0,0,0,0,0,5400,0,1200,0,2000,0,0,1200,1200,0,5400,1.7287875504,0,0,2870.9398763,-2869.211089,2530.7889112,5730.7889112
951631,2,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,18000
951631,4,0,0,10400,0,0,0,0,0,0,0,0,0,0,0,0,10400,0,0,10400,0,0,0,0,0,0,0,0,10400
951633,1,0,0,0,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,120000,8400,30.988702722,0,0,0,30.988702722,8430.9887027,128430.9887
951645,1,20500,0,0,0,0,0,0,0,0,0,6000,0,0,0,20500,0,0,0,0,0,6000,48.208232477,0,0,0,48.208232477,6048.2082325,26548.208232
951645,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000,0,0,0,0,0,0,0,45000
951649,1,26000,0,0,0,0,0,0,0,0,0,9600,0,0,0,26000,0,0,0,0,0,9600,79.549995207,0,0,0,79.549995207,9679.5499952,35679.549995
951649,2,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,4800,4800,4800,0,0,0,0,0,0,0,0,4800
951665,1,0,0,0,0,0,0,0,0,0,0,16200,0,1200,0,0,0,0,1200,1200,-200000,16200,8.7766506586,0,91.803314961,0,100.57996562,16300.579966,-182499.42
951685,1,38000,0,0,0,0,0,0,0,0,0,12000,0,0,0,38000,0,0,0,0,0,12000,6.1977405444,0,0,3947.5423299,-3941.344589,8058.6554106,46058.655411
951685,3,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,5000
951685,4,800,0,0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,100,0,0,0,0,0,0,0,900
951700,1,13000,0,0,0,600,0,600,0,0,0,6000,0,0,0,13000,0,0,600,600,0,6000,4.3477032078,0,0,1381.6398155,-1377.292112,4622.7078877,18222.707888
951700,2,0,0,0,0,1200,0,1200,0,0,0,0,0,0,0,0,0,0,1200,1200,10000,0,0,0,0,0,0,0,11200
951701,1,48000,0,0,0,0,0,0,0,0,0,24800,0,0,0,48000,0,0,0,0,0,24800,24.790962178,0,0,0,24.790962178,24824.790962,72824.790962
951701,2,27000,0,0,0,0,0,0,0,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,0,0,0,27000
951711,1,31870.34,500,0,0,1129.66,1129.66,0,0,0,1200,8400,0,0,0,32370.34,0,0,1129.66,1129.66,0,9600,18.593221633,0,0,3229.8073609,-3211.214139,6388.7858608,39888.785861
951711,2,31000,6000,0,0,0,0,0,0,0,0,0,0,0,0,37000,0,0,0,0,0,0,0,0,0,0,0,0,37000
951712,1,0,0,0,0,0,0,0,0,0,4200,7200,0,2400,0,0,0,0,2400,2400,18000,11400,18.593221633,0,0,1435.4699382,-1416.876717,9983.1232835,30383.123283
951712,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,20000
951714,1,14500,0,0,0,0,0,0,0,0,0,4800,0,0,0,14500,0,0,0,0,0,4800,1.6203613828,0,0,1614.9036804,-1613.283319,3186.716681,17686.716681
951714,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,10000
951739,1,23000,1200,0,0,0,0,0,0,0,0,4959.133474,0,1200,0,24200,0,0,1200,1200,0,4959.133474,8.9867237894,0,0,1256.0361959,-1247.049472,3712.0840019,29112.084002
951739,2,15353.54,3500,0,0,646.46464646,646.46464646,0,0,0,0,0,0,0,0,18853.535354,0,0,646.46464646,646.46464646,0,0,0,0,0,0,0,0,19500
951748,1,18000,0,0,0,0,0,0,0,0,0,4800,0,0,0,18000,0,0,0,0,0,4800,1.8293304205,0,0,0,1.8293304205,4801.8293304,22801.82933
951748,2,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,13000
951759,1,0,0,0,0,0,0,0,0,0,0,19900,0,0,0,0,0,0,0,0,40000,19900,61.977405444,0,0,2870.9398763,-2808.962471,17091.037529,57091.037529
951766,1,0,0,19500,0,0,0,0,0,0,3000,14400.447236,0,0,0,0,19500,0,0,19500,2000,17400.447236,0,0,0,0,0,17400.447236,38900.447236
951773,1,30000,5000,0,0,0,0,0,0,0,0,33600,0,0,0,35000,0,0,0,0,0,33600,30.988702722,0,2299.1235096,2242.9217784,87.190433918,33687.190434,68687.190434
951793,1,30000,300,0,0,0,0,0,0,0,0,6000,0,500,0,30300,0,0,500,500,0,6000,7.7471756805,0,0,924.08377269,-916.336597,5083.663403,35883.663403
951793,2,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,10000
951799,1,0,0,49350,0,0,0,0,0,0,0,15200,0,0,0,0,49350,0,0,49350,20000,15200,139.44916225,0,98.562350957,0,238.01151321,15438.011513,84788.011513
951799,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,0,0,0,24000
951811,1,15547.96,0,23400,0,52.043369475,52.043369475,0,0,0,0,4800,0,0,0,15547.956631,23400,0,52.043369475,23452.043369,0,4800,34.087572994,0,0,1065.8364291,-1031.748856,3768.2511439,42768.251144
951811,2,9600,0,2080,0,0,0,0,0,0,0,0,0,0,0,9600,2080,0,0,2080,0,0,0,0,0,0,0,0,11680
951812,1,45000,3000,0,0,0,0,0,0,0,0,29600,0,0,0,48000,0,0,0,0,0,29600,149.13043677,0,58.279015692,3337.4676062,-3130.058154,26469.941846,74469.941846
951812,2,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,26000
951812,3,21000,2000,0,0,0,0,0,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,23000
951814,1,0,0,17420,0,0,0,0,0,0,3600,4800,0,0,0,0,17420,0,0,17420,0,8400,62.132348958,0,0,0,62.132348958,8462.132349,25882.132349
951814,3,0,0,15600,0,0,0,0,0,0,0,0,0,0,0,0,15600,0,0,15600,0,0,0,0,0,0,0,0,15600
951818,1,34000,700,0,0,1800,1800,0,0,0,0,18000,0,5000,0,34700,0,0,6800,6800,0,18000,38.735878403,0,1.9712470191,2512.0723918,-2471.365266,15528.634734,57028.634734
951818,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000,0,0,0,0,0,0,0,28000
951820,1,35000,7500,0,0,0,0,0,0,0,0,10250,0,0,0,42500,0,0,0,0,0,10250,29.581624212,0,0,3140.0904897,-3110.508866,7139.4911345,49639.491134
951820,2,20000,3000,0,0,0,0,0,0,0,0,0,0,0,0,23000,0,0,0,0,0,0,0,0,0,0,0,0,23000
951822,1,2100,0,0,0,4500,0,4500,0,0,0,10100,0,0,0,2100,0,0,4500,4500,0,10100,31.298589749,0,13.135,2691.5061341,-2647.072544,7452.9274557,14052.927456
951822,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,20000
951842,1,0,0,0,0,0,0,0,0,0,0,12000,0,6500,0,0,0,0,6500,6500,12000,12000,0,0,0,0,0,12000,30500
951842,2,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,3000
951847,1,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,0,0,0,20000,12000,11.775707034,0,0,4539.6736794,-4527.897972,7472.1020276,27472.102028
951847,2,15000,0,7200,0,0,0,0,0,0,0,0,0,0,0,15000,7200,0,0,7200,10000,0,0,0,0,0,0,0,32200
951847,3,360,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,360
951859,1,0,0,32500,0,0,0,0,0,0,0,33000,0,0,0,0,32500,0,0,32500,30000,33000,154.94351361,0,10511.988077,0,10666.93159,43666.93159,106166.93159
951859,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,25000
951860,1,0,0,0,0,1800,0,1800,0,0,0,23800,0,0,0,0,0,0,1800,1800,35000,23800,24.790962178,0,0,2745.3362567,-2720.545295,21079.454705,57879.454705
951860,2,19500,762,0,0,0,0,0,0,0,0,0,0,0,0,20262,0,0,0,0,0,0,0,0,0,0,0,0,20262
951865,1,0,0,0,0,0,0,0,0,0,5000,30200,0,0,0,0,0,0,0,0,70000,35200,1786.6263931,0,0,0,1786.6263931,36986.626393,106986.62639
951865,2,0,0,0,0,1200,0,1200,0,0,0,0,0,0,0,0,0,0,1200,1200,30000,0,0,0,0,0,0,0,31200
951865,3,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,600,600,0,0,0,0,0,0,0,0,600
951865,5,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,600,600,0,0,0,0,0,0,0,0,600
951866,1,45500,0,0,0,500,0,500,0,0,0,8400,0,2000,0,45500,0,0,2500,2500,13700,8400,402.85313539,0,0,3175.9772382,-2773.124103,5626.8758972,67326.875897
951866,2,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,0,0,0,400,0,0,0,0,0,0,0,40400
951870,1,0,0,12220,0,0,0,0,0,0,0,16600,0,0,0,0,12220,0,0,12220,14823.529412,16600,78.242823798,0,402.01094285,0,480.25376665,17080.253767,44123.783178
951870,2,0,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300,0,0,14300,13176.470588,0,0,0,0,0,0,0,27476.470588
951875,1,0,0,0,0,0,0,0,0,0,0,9600,0,0,0,0,0,0,0,0,0,9600,40.285313539,0,0,0,40.285313539,9640.2853135,9640.2853135
951875,2,28000,0,10400,0,0,0,0,0,0,0,0,0,0,0,28000,10400,0,0,10400,0,0,0,0,0,0,0,0,38400
951875,3,10000,0,0,0,0,0,0,0,0,0,0,3500,0,0,10000,0,-3500,-3500,-3500,0,0,0,0,0,0,0,0,6500
951875,4,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,2500
951877,1,30000,0,0,0,0,0,0,0,0,0,7200,0,0,0,30000,0,0,0,0,0,7200,6.1977405444,0,0,0,6.1977405444,7206.1977405,37206.197741
951881,1,0,0,0,0,0,0,0,0,0,18000,12400,0,0,0,0,0,0,0,0,140000,30400,298.76158118,0,0,0,298.76158118,30698.761581,170698.76158
951881,4,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,15000
951883,1,26000,1000,0,0,0,0,0,0,0,0,9600,0,0,0,27000,0,0,0,0,0,9600,15.494351361,0,0,897.16871135,-881.67436,8718.32564,35718.32564
951885,1,12782.43,0,0,0,217.57322176,217.57322176,0,0,0,0,21000,0,0,0,12782.426778,0,0,217.57322176,217.57322176,0,21000,48.453820773,0,0,2799.1663794,-2750.712559,18249.287441,31249.287441
951885,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,26000
951885,3,5000,0,0,0,4800,0,4800,0,0,0,0,0,0,0,5000,0,0,4800,4800,0,0,0,0,0,0,0,0,9800
951886,1,36000,0,1260,0,0,0,0,0,0,0,7200,0,0,0,36000,1260,0,0,1260,0,7200,15.494351361,0,0,1399.5831897,-1384.088838,5815.9111617,43075.911162
951891,1,0,0,22100,0,0,0,0,0,0,0,12000,0,0,0,0,22100,0,0,22100,0,12000,26.340397314,0,98.562350957,0,124.90274827,12124.902748,34224.902748
951892,1,17000,0,0,0,0,0,0,0,0,0,9400,0,0,0,17000,0,0,0,0,0,9400,154.94351361,0,0,0,154.94351361,9554.9435136,26554.943514
951892,2,0,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,14300,0,0,14300,150000,0,0,0,0,0,0,0,164300
951893,1,13000,0,0,0,0,0,0,0,0,0,8400,0,0,0,13000,0,0,0,0,0,8400,15.494351361,0,0,0,15.494351361,8415.4943514,21415.494351
951893,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38000,0,0,0,0,0,0,0,38000
951893,3,0,0,3480,0,0,0,0,0,0,0,0,0,0,0,0,3480,0,0,3480,0,0,0,0,0,0,0,0,3480
951895,1,0,0,16900,0,0,0,0,0,0,0,17100,0,0,0,0,16900,0,0,16900,0,17100,61.977405444,255.22935917,1050.8,269.15061341,1098.8561512,18198.856151,35098.856151
951895,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80000,0,0,0,0,0,0,0,80000
951895,3,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,20000
951898,1,12000,0,0,0,0,0,0,0,0,0,7200,0,0,0,12000,0,0,0,0,0,7200,15.494351361,0,0,0,15.494351361,7215.4943514,19215.494351
951917,1,50000,1500,0,0,0,0,0,0,0,0,16800,0,0,0,51500,0,0,0,0,0,16800,61.977405444,0,78.849880766,3409.2411031,-3268.413817,13531.586183,65031.586183
951917,2,15000,0,0,0,1000,0,1000,0,0,0,0,0,0,0,15000,0,0,1000,1000,0,0,0,0,0,0,0,0,16000
951917,3,0,0,0,0,1500,0,1500,0,0,0,0,0,0,0,0,0,0,1500,1500,0,0,0,0,0,0,0,0,1500
951917,4,0,0,0,0,1000,0,1000,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,0,0,0,1000
951922,1,0,0,7000,0,0,0,0,0,0,0,4800,0,0,0,0,7000,0,0,7000,0,4800,4.6483054083,0,0,1076.6024536,-1071.954148,3728.0458518,10728.045852
951922,2,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,7000,0,0,0,0,0,0,0,0,7000
951924,1,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,0,15000,18000,681.75145989,47.077988345,985.62350957,0,1714.4529578,19714.452958,34714.452958
951924,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,15000
951935,1,0,0,0,0,0,0,0,0,0,12300,14600,0,1200,0,0,0,0,1200,1200,24000,26900,309.88702722,0,0,0,309.88702722,27209.887027,52409.887027
951935,2,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,15000
951940,1,39000,0,0,0,0,0,0,0,0,0,9000,0,0,0,39000,0,0,0,0,0,9000,90.459379303,0,0,1166.3193248,-1075.859945,7924.1400545,46924.140055
951940,2,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,15000
951940,3,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,0,0,0,9000
951942,1,26000,1500,0,0,0,0,0,0,0,0,8400,0,0,0,27500,0,0,0,0,0,8400,115.07281037,0,0,2189.0916557,-2074.018845,6325.9811547,33825.981155
951942,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,8000
951944,1,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,45000,4800,17.973447579,0,0,0,17.973447579,4817.9734476,49817.973448
951955,1,0,0,28600,0,0,0,0,0,0,0,31000,0,0,0,0,28600,0,0,28600,0,31000,77.471756805,0,315.39952306,0,392.87127987,31392.87128,59992.87128
951955,2,0,0,10140,0,0,0,0,0,0,0,0,0,0,0,0,10140,0,0,10140,0,0,0,0,0,0,0,0,10140
951955,3,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,19500,0,0,0,0,0,0,0,0,0,0,0,0,19500
951955,4,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,16000
951961,1,24000,0,0,0,0,0,0,0,0,0,6000,0,0,0,24000,0,0,0,0,0,6000,7.7471756805,0,0,2081.4314103,-2073.684235,3926.3157653,27926.315765
951961,2,750,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,750
951962,1,22500,1500,0,0,0,0,0,0,0,0,8400,0,0,0,24000,0,0,0,0,0,8400,46.483054083,0,0,3014.4868701,-2968.003816,5431.9961839,29431.996184
951962,2,20000,1700,0,0,0,0,0,0,0,0,0,0,0,0,21700,0,0,0,0,0,0,0,0,0,0,0,0,21700
